likes,replies,retweets,quotes,text,isReply,isRetweet,isQuote,quotedTweet/text,timestamp,quotedTweet/timestamp,username,verified
1069,2,71,6,"Voici les highlights de Zaccharie Risacher cette nuit à Memphis 🍿

◾️ 27 Points
◾️ 11/13 FG | 5/7 3PT
◾️ 4 Steals : Career-High 🔥
⏱️ en 32min…
✅ et la win 132-130

Comme on dit chez nous : WHAT. A. GAME. 🇫🇷",False,True,False,,2025-03-04T05:55:00.000Z,,@50NuancesDeNBA,True
580,3,50,0,"Some start their career at 30
some get dropped at 30

Meanwhile, Virat Kohli at 29 was getting GOAT shouts from ICC.🐐❤️",False,True,False,,2025-03-03T14:44:00.000Z,,@KrishVK_18,True
0,0,0,0,"Start your journey towards a rewarding career in 
Industrial Automation!

#voyageinstituteoftechnology #Voyagecalicut
#voyagemarine #voyageinstitute #IndustrialAutomation #AutomationTraining #FutureSkills #CareerInAutomation #TechInnovation #LearnAndGrow #Industry4.0 #PLC #SCADA",False,False,False,,2025-03-04T11:39:00.000Z,,@voyage_VIOT,False
319,0,17,4,"no tour movie by anyone has ever been free to view you guys.. i get completely that fees on things, the bundles especially, are ridiculous but nobody should expect the film for free! this is their career at the end of the day and everything they do usually is free to view.",False,True,False,,2025-03-03T11:39:00.000Z,,@dnprry,False
0,0,0,0,"After #TeacherTraining, the next stop on your journey is the Early Career Teacher Programme! 📍🗺️ 

@IceniAcademy's Victoria shares her thoughts around her own @AcademyTrust ECT journey so far 👇✈️

Find out more about our ECT offer: tinyurl.com/yc6re38u

#NationalCareersWeek",False,False,False,,2025-03-04T11:39:00.000Z,,@ATTInstitute,False
852,24,93,9,Nolan Ryan carried a no-hitter into the 7th inning 31 times during his career.,False,True,False,,2025-03-04T02:00:00.000Z,,@nut_history,True
2368,70,256,23,"De Bruyne’ premier league career: 

270 appearances
70 goals 
118 assists (second all time)
193 wins 
6 premier league titles
2 POTS awards 
2x PFA POTY  
5 PFA TOTY appearances 
2x FWA POTY
4 playmaker of the year awards (most in history)

And they think Salah comes close 😂",False,True,False,,2025-03-03T18:32:00.000Z,,@DxBruyne17,True
73,23,6,2,"Start one, Bench one, sell one for team profit and delete one’s career forever and ever.
Let’s goooo.",False,True,False,,2025-03-04T11:03:00.000Z,,@AndyTerry17,True
245,1,43,5,"International Career

132 Games 58 Goals

World Cup (2007, 2011 Winner, 2015 Runners-up)
Olympic Games (2008, 2012 Silver)",False,True,False,,2025-03-03T20:50:00.000Z,,@yuki_ngst,True
0,0,0,0,"There’s an almost uniquely British idea that if we throw enough bodies at something it’ll get done. The result is low wages, high property prices, low productivity and poor career progression for most.",True,False,False,,2025-03-04T11:39:00.000Z,,@sleeepysandy,True
171,16,51,1,"Having Elon as part of President Trump's team to bring this country back to its feet was a strategic decision by President Trump.  These two great minds are getting this country rolling and lean. Two excellent businessmen are precisely what we need, not career politicians. They have already proven what a spectacular team they make, and we are only a month in.",False,True,False,,2025-03-04T04:51:00.000Z,,@Sadie_NC,True
789,4,144,6,"Hitmaka Aka Yung Berg (who is known for many things but has worked with many female rappers in recent years) says no female rapper is in Nicki’s class/category because she the only that writes. 

Also goes on recalling once again how Nicki did more for his career than being on Tv and how she’s a very good person.",False,True,False,,2025-03-04T01:52:00.000Z,,@Q4quise,True
2524,31,170,19,"Anthony Edwards Timberwolves records this season:

— Most career threes
— Most threes in a season 
— Most 30/5/5 career games 
— Most career 40-point games
— Most 40-point games in a season 
— Most career 45-point games 

He's only 23 years old.",False,True,False,,2025-03-03T15:33:00.000Z,,@statmuse,True
55,0,10,0,"""Who better to launch Women’s History Month than pop’s Mother Monster? After focusing on her acting career for the past few years, Lady Gaga is finally coming back to music with her long-awaited seventh LP, MAYHEM.""

– Tássia Assis, writer for the Recording Academy",False,True,False,,2025-03-04T11:17:00.000Z,,@Renx22_,False
0,1,0,0,"For High tech portion you want to draw in talent and build the probability of economic spin offs

Enhanced exchange programs for officers and specialists  

So career pathways emphasizing technical specialization and continuous development",False,False,False,,2025-03-04T11:39:00.000Z,,@MichealReilly,False
3036,57,380,9,Career ya Kairo imeisha kama ya Bobby Shmurda uko 2014. It lasted between 2014-2014.,False,True,False,,2025-03-04T05:21:00.000Z,,@Kimuzi_,True
15,1,2,0,"The governatrix of my state, New York, has staked her career on closing our nuclear and coal power plants. When we fall short of electricity, Ontario fills the gap. 

I wonder what her chances or re-election will be when New Yorkers see their newly-tariffed electric bills.",True,True,False,,2025-03-04T01:27:00.000Z,,@craigwardhoward,True
0,0,0,0,Pulled up outside her house like this💀,False,False,True,Reminds me of when i hired a personal chef for my birthday dinner (8 people) she cancelled on the day of. I went to her house to pick her up and bring her to my house to start preparing the food. Had a lovely meal with my guests 😊,2025-03-04T11:39:00.000Z,2025-03-03T18:30:00.000Z,@abs1k_,False
29924,271,1545,178,"Congrats to @KingJames of the @Lakers on 1,000 career TOTAL WINS!",False,True,False,,2025-03-03T06:24:00.000Z,,@NBA,True
0,0,0,0,Got a career ending injury nebaggana okuddayo mwana😂😂,True,False,False,,2025-03-04T11:39:00.000Z,,@4_real_its_J24,False
24774,23,5580,44,"BTS will never be the villain kmedia and knetz make them out to be. With this level of success, fame, popularity, 12 years into their career and still down to earth like their rookie days",False,True,True,"제이홉은 공연에 앞서 취재진을 만나 월드투어에 나서게 된 인사를 전했다. 그는 직접 쓴 손편지를 취재진에게 전달했다. 특히 이 손편지는 수십 명의 취재진에게 모두 다른 내용으로 전달돼 눈길을 끌었다.

기자님들한테 손편지 직접 드리면서 인사하는 영상떳엉..🫠",2025-03-03T04:06:00.000Z,2025-03-03T03:02:00.000Z,@namgiseokbase,False
4837,163,335,38,"It’s ridiculous that in a 16 year career Curry has had only 65 games where he shoots atleast 10 fts, meanwhile shai will have 65 in a single season…",False,True,True,"Steph Curry when taking 10+ FTA:

35.6 PPG
5.4 RPG
6.0 APG
70.3% TS
52-13 W/L (80%)",2025-03-03T18:29:00.000Z,2025-03-01T20:06:00.000Z,@30Agenda,True
797,142,86,6,"Critical financial advice for the young bros nobody else would tell you—

Don't chase money. Don't target jobs. Don't think of a career.

Money is a little like the opposite sex. Flirt but don't chase. Act as though you can do without. Chase your hobbies and interests instead.",False,True,False,,2025-03-04T07:34:00.000Z,,@nonewthing,True
1187,140,457,5,"It’s 2025 and many still think Michael Jackson bleached his skin meanwhile he had Vitiligo. 

A thread on what Vitiligo is and how it affected MJ’s career!",False,True,False,,2025-03-04T06:27:00.000Z,,@utdnelly,True
6,1,2,0,Words cant explain how much i love my Thalaivi Tamannaah..She has been providing us with unlimited content since the beginning of her career till date for the past 20years 😍😍😍#20yearsofTamannaah #2DecadesOfTamannaah #TamannaahBhatia,False,False,False,,2025-03-04T11:39:00.000Z,,@kaamaveriyan25,False
0,0,0,0,"""If you could sum up Maxwell's career in 2 balls, then this has to be it. 6 and then clean bowled"" ~ Harsha Bhogle

#INDvsAUS #INDvAUS #AUSvsIND #cricket",False,False,False,,2025-03-04T11:39:00.000Z,,@foopser,True
57,7,20,0,"If Trump crashes the stock market, the billionaires will show him the door.

He can attack workers, seniors and kids without worry, but if he pisses off the Fat Cats his political career is over.",False,True,False,,2025-03-04T04:08:00.000Z,,@dzoolander85,False
46,0,29,0,"Sharing few thoughts & interacting with students of MBC Higher Sec. School, Kangpokpi at the Book Released (The Ultimate Truth, by my nephew, Mr. Janghaolun Haokip) & Career Workshop on 1st March, 2025. 

#ValuesOfQualityEducation
#PoliticsMeansServingPeople
#MegalomaniacPoliticiansMakePoliticsDirty",False,True,False,,2025-03-03T16:08:00.000Z,,@DrLamtinthangHk,True
83,7,23,2,"As a career criminal I can honestly tell you, I want you to do well… for my own reasons",False,True,False,,2025-03-04T04:38:00.000Z,,@FinancialPhys,True
7,1,3,0,"🔥 #JOBSEEK — AI-Powered Career Booster!

✅ Smart job board scanning
✅ AI-driven role matching
✅ Instant resume optimization

📢 Join the biggest Solana hiring network! Follow & engage.

$SNAI $COLLAT $MAIAR $LUX #GRIFFAIN",False,True,True,"Aped a bag of #JOBSEEK on SOL 🤖

They've also just listed on CMC for maximum exposure!

First AI-Powered job search agent built on DeepSeek AI.

And its still sub $3M and the chart looks ready for the next leg up.

CA: 2sNvt9tRAW29cZgj3cVmwEGLJFfqb127GKnAiEN8iBxY",2025-03-04T10:43:00.000Z,2025-03-04T10:25:00.000Z,@SolPark101,True
0,0,0,0,It's an upgrade to his career.,True,False,False,,2025-03-04T11:39:00.000Z,,@_Banghiz,False
847,53,452,6,"Floyd “Money” Mayweather made $152,777 every single second he fought McGregor.

That’s more than most boxers make their whole career.

Here are the billionaire boxer’s 8 most insane purchases:",False,True,False,,2025-03-04T06:46:00.000Z,,@UtdKiah,True
0,0,0,0,これはもうやばい、、,True,False,False,,2025-03-04T11:39:00.000Z,,@nobi_shirosan,True
3,0,2,0,"Customer Assistant (Night Shift) 
need-a-pro.com/en/category/d… 
£14.00 - £14.35 per hour (30 hour contract)

#Lidl #Career #jobopportunity #CustomerAssistant #NightShift #hiring #vacancy #jobs #recruiting #London #UK #BreakingNews #News #parttimejob #PartTimeEmployee #hiringforajob",False,True,False,,2025-03-04T11:32:00.000Z,,@AlexeyM1981,False
0,0,0,0,"Villanova's Eric Dixon plays his final regular season game in a Wildcats uniform tonight after a historic career on the Main Line.

Dixon's averages this season:

29 games, 23.6 ppg, 5.5 rpg, 46.7% FG, 43.1% 3PT 

#Big5Hoops",False,False,False,,2025-03-04T11:39:00.000Z,,@Aaron_Bracy,True
513,1,472,4,"สุขสันต์วันเกิดนะคะพี่บาส🎂🎉💗

ขอให้สุขภาพร่างกายแข็งแรง มีงานเข้ามาตลอดไม่ขาดสาย พบเจอแต่คนที่ดีๆ เป็นพี่ชายที่เก่งรอบด้านแบบนี้ของน้องโอ๊ตไปนานๆนะคะ~

Happy Birthday P’Bas Wishing you good health, continuous success in your career, and only great people in your life. Stay talented and inspiring for N'Oat for a long time~

GROWING TOGETHER WITH BAS
#26ปีที่มีบาสให้รัก",False,True,False,,2025-03-04T02:00:00.000Z,,@heartofoattrt,True
49,12,2,0,Career gaya mera 🤣🤣,False,True,False,,2025-03-04T11:32:00.000Z,,@theprayagtiwari,True
7031,84,949,20,"JOE: ""Do you think that someone sat in a room, and that people discussed the best ways to get people to comply?""

CHASE: ""Oh yes, I would bet my career.""",False,True,False,,2025-03-03T23:11:00.000Z,,@rustyrockets,True
83,19,7,0,"I've always been jealous of athletes that get to do jersey swaps and have memorabilia as markers of progress in their career

getting to do this with @OliverMaroney, someone I respect and think of as a friend, was really meaningful.

what an incredible weekend. GDC NEXT!!",False,True,False,,2025-03-03T18:33:00.000Z,,@SamSteffanina,True
